"What topics does '🕉️ Philosophy & Doctrine — The Eternal Foundation' cover, and where does it live?",DSA-Grandmaster-Codex/00-PHILOSOPHY-AND-DOCTRINE/00-Index.md — covers: 📜 Contents
Where in the codex is 'THE LEAKY ABSTRACTION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'DECOMPOSITION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Top-down decomposition' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Bottom-up decomposition' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Modular decomposition' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'THE THREE QUESTIONS OF DECOMPOSITION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'DECOMPOSITION IN ALGORITHMS' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Divide-and-conquer (D&C)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Dynamic programming (DP)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Reduction' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Layering' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
"Where in the codex is 'EXAMPLE: DECOMPOSING ""TWO SUM""' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
"Where in the codex is 'EXAMPLE: DECOMPOSING ""DESIGN URL SHORTENER""' taught?",DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'ABSTRACTIONS IN DSA — KEY EXAMPLES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'SIGNS OF BAD DECOMPOSITION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/09-Abstraction-and-Decomposition.md
Where in the codex is 'Compilation & Execution — From Source to Silicon' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'THE PIPELINE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'COMPILED VS INTERPRETED' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'COMPILER OPTIMIZATIONS (Why C++ -O2 matters)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'WHAT YOUR CODE BECOMES' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'UNDEFINED BEHAVIOR (UB)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'STATIC vs DYNAMIC LINKING' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'THE STACK FRAME (revisited deeper)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'HEAP ALLOCATION' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'DYNAMIC DISPATCH (vtables)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'PYTHON INTERNALS (briefly)' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'JAVA / JVM' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'WHAT THIS MEANS FOR YOUR CODE' taught?,DSA-Grandmaster-Codex/02-PROGRAMMING-FOUNDATIONS/10-Compilation-and-Execution.md
Where in the codex is 'Problem Solving Foundations Universe' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/00-Index.md
Where in the codex is 'How to Read a Problem — The Forensic Discipline' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE THREE-READ RULE' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'Read 1: Skim for Story' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'Read 2: Detailed Read' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'Read 3: Adversarial Read' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE PROBLEM ANATOMY' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is '**Inputs** — what's given' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is '**Outputs** — what's asked' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is '**Constraints** — bounds and assumptions' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is '**Examples** — concrete instances' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is '**Time/space limits** — performance budget' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is '**Hidden assumptions** — read carefully' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE RESTATE-IN-YOUR-WORDS TEST' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE EXAMPLE-VERIFICATION DRILL' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'KEYWORDS THAT TRIGGER PATTERNS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE NOTE-TAKING DISCIPLINE' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE 5-MINUTE RULE' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'RED FLAGS WHILE READING' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'THE FINAL PROTOCOL' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/01-How-To-Read-A-Problem.md
Where in the codex is 'Constraint Analysis — The Whisper of Algorithms' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'THE MASTER TABLE' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'RULE OF THUMB: 10⁸ OPERATIONS / SECOND' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'WHEN MULTIPLE PARAMETERS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'SPACE CONSTRAINTS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'VALUE RANGE CONSTRAINTS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'SPECIAL CONSTRAINT PATTERNS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 1: ""n ≤ 20"" Bitmask' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 2: ""n ≤ 40"" Meet in the Middle' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 3: ""n ≤ 5000"" with O(n²) DP table' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 4: ""n ≤ 10⁵ but k ≤ 20"" 2D DP with small k' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 5: ""Many test cases (T ≤ 10⁴)"" with sum of n ≤ 10⁶' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 6: ""Output may be large; print mod 10⁹+7""' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 7: ""Coordinates up to 10⁹""' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 8: ""Tree"" with n ≤ 10⁵' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 9: ""Online queries"" (must answer immediately)' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
"Where in the codex is 'Pattern 10: ""Offline queries"" (can preprocess)' taught?",DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'THE CONSTRAINT-ALGORITHM REVERSE LOOKUP' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/02-Constraint-Analysis.md
Where in the codex is 'Observation Extraction — Finding the Hidden Insight' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'WHAT IS AN OBSERVATION?' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'WHERE TO LOOK' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 1: **Small Cases**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 2: **Extremes**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 3: **Symmetries**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 4: **Invariants**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 5: **Monotonicity**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 6: **Structure**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Look 7: **Reduction**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'SMALL-CASE EXPLORATION' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'EXTREMES & EDGE INSIGHTS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'THE INVARIANT HUNT' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'MONOTONICITY DISCOVERY' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'SYMMETRY EXPLOITATION' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'STRUCTURE DISCOVERY' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'THE OBSERVATION CHEAT-SHEET' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'WHEN YOU CAN'T FIND THE OBSERVATION' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'THE OBSERVATION JOURNAL' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/03-Observation-Extraction.md
Where in the codex is 'Pattern Recognition — Compressed Experience' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'WHY PATTERN RECOGNITION' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'THE PATTERN HIERARCHY' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Level 1: **Topic patterns** (broad)' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Level 2: **Subtopic patterns**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Level 3: **Technique patterns**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Level 4: **Trick patterns**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Level 5: **Idea patterns**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'THE TOP 50 PATTERNS (CHEAT-SHEET)' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Array / Sequence' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Search / Decision' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Stacks / Monotonic' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'String' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'PATTERN MATCHING WORKFLOW' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'TRAINING PATTERN RECOGNITION' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Method 1: **Topical immersion**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Method 2: **Pattern flashcards**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Method 3: **Editorial reading**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Method 4: **Tagged problem sprints**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Method 5: **Speed drills**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'THE DANGER: OVER-PATTERN-MATCHING' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'PATTERN COMPOSITION' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'PATTERN VS ALGORITHM' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/04-Pattern-Recognition.md
Where in the codex is 'Brute Force First — The Sacred Starting Point' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'WHY BRUTE FORCE?' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'THE BRUTE FORCE TEMPLATES' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Template 1: **Try every possibility**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Template 2: **Simulate exactly**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Template 3: **Recursive enumeration**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Template 4: **Test every range**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'THE BRUTE FORCE COMPLEXITY ANALYSIS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'WHEN BRUTE FORCE IS THE ANSWER' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'STRESS TESTING (THE MURDER WEAPON)' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'THE BRUTE FORCE SHRINKAGE' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'WHY BEGINNERS SKIP BRUTE FORCE' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'THE BRUTE OPTIMAL JOURNEY' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Brute (O(n²))' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Optimal (O(n))' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/05-Brute-Force-First.md
Where in the codex is 'Optimization Thinking — From Naive to Optimal' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'THE SEVEN SOURCES OF REDUNDANCY' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Repeated computation** Memoize / DP' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Redundant search** Index / Hash / Sort' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Re-doing aggregates** Prefix sums / Sliding window' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Considering impossible cases** Pruning / Constraints' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Maintaining redundant state** Smaller state' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Sorting unnecessarily** Use a different structure' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is '**Examining all pairs** Two pointers / Sweep' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'THE OPTIMIZATION RECIPES' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 1: **Memoize repeated subproblems**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 2: **Replace linear scan with hash**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 3: **Prefix sum**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 4: **Sliding window**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 5: **Sort + scan**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 6: **Binary search the answer**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 7: **Two pointers**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 8: **Monotonic stack/deque**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 9: **Divide and conquer**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'Recipe 10: **Greedy + Proof**' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'THE OPTIMIZATION QUESTIONS' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'THE EXAMPLE: KADANE'S ALGORITHM' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
Where in the codex is 'WHEN OPTIMIZATION DOESN'T HELP' taught?,DSA-Grandmaster-Codex/03-PROBLEM-SOLVING-FOUNDATIONS/06-Optimization-Thinking.md
